,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
10,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0
11,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0
12,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0
13,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0
14,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0
15,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0
16,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0
17,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0
18,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
19,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0
20,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0
21,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0
22,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0
23,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0
24,1,2007-05-29,88,60,74.0,10.0,58,65,0.0,9.0,0421,1917,BR HZ,0.0,29.39,30.11,5.8,18.0,6.5,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
25,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0
26,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0
27,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0
28,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0
29,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0
30,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0
31,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0
32,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0
33,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0
34,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0
35,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0
36,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0
37,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0
38,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0
39,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0
40,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0
41,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0
42,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0
43,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
44,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
45,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0
46,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,0
47,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,9,0
48,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0
49,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
50,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0
51,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0
52,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,0
53,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,0
54,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0
55,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0
56,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,0
57,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0
58,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,0
59,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0
60,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0
61,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,0
62,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,2,0
63,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,4,0
64,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,1,0
65,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0
66,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0
67,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0
68,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0
69,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"Chicago, IL, USA",CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,3,0
70,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0
71,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0
72,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0
73,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0
74,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0
75,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0
76,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,10,0
77,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0
78,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8,1,0
79,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,3,0
80,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,8,0
81,1,2007-06-05,64,47,56.0,-9.0,48,51,9.0,0.0,0417,1923,RA BR,0.42,29.1,29.79,5.2,5.0,7.6,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,1,0
